date,message
2022-10-25,сбор бро уважаемый подписчик минутка внимание хотеть заниматься гуманитарка очень нужный деньга сослуживец ополчение донбасс 2014-2015 г. фото центр совершить самый умный взгляд поступок пара неделя устремиться зона проведение z-операция менее бро бро поэтому `` подогреть '' пацан отряд также честь 8-й месяц z-операция объявлять целевой сбор собрать нужно 188 тысяча рубль время сбор около неделя разумеется весь отчётность отличие всякий подоляк предоставить каждый участник сбор коммент пост закрытый желать принять участие писать moscowcallingadbot спам караться бан право разбан результат сообщать мера прогресс случай наличие таковой
2022-10-24,злой русский инструктор натаскивать личинка злой русский – мобиковы оператор бла учиться время летать коптер приобрести средство подписчик опсб совмещать приятный полезный помочь злой русский 2202201732515958 александр м
2022-10-24,думать сказать ходаковский спасибо прийтись повторить большой противоречивый информация хороший
2022-10-24,не. хохол определённо радовать
2022-10-24,новость 24.10.2022
2022-10-24,очередной маленький эпизод жизнь злой русских😈 помочь злой русский
2022-10-24,формироваться добровольческий отряд поскольку вступить отряд объявить охота публичный информация отряд свести минимум отряд добровольческий обеспечение заниматься кандидат доброволец желательно брать максимум оформление официальный контракт полгода факт – конец война отряд абсолютный запрет любой злоупотребление кандидат доброволец прибыть база похмелие допустить расположение отправляться обратно домой отряд кроме мотострелковый разный специальность экипаж бронетехника требоваться повар основной требование кандидат доброволец физически выносливый крепкий здоровый мужчина 50 год пагубный привычка послабление возраст военный специалист запись отряд номер телеграмма +79381807395 хрусталик путём отправка сообщение данные 1 фио 2. дата рождение 3 военный специальность 4. гражданский специальность 5.опыт боевой действие 6 ограничение здоровье 7. номер связь указанный номер звонить отвечать звонок никто небрат снова прибегнуть практика ddos-атака телефон поспост фото осень 2013 год реконструкция форсирование днепр менее полгода снимок славянка поехать военный техника надпись « киев » стоящий строй ватник командовать народный ополчение донбасс история дело всё продолжение ...
2022-10-23,херсонский гарнизон владимир милован
2022-10-23,
2022-10-23,добраться место момент прапор забривать солдат слово стрелок командир полка простой пулемётчик прапор второй номер доброволец хотеть стать командир полка хотя командовать батальон разочаровать командир рота опыт вполне мочь стать востребовать экипаж боевой машина пехота танк записаться отряд отправить сообщение номер телеграмма +79381807395 следующий дать 1 фио 2. дата рождение 3 военный специальность 4. гражданский специальность 5.опыт боевой действие 6 ограничение здоровье 7. номер связь указанный номер звонить отвечать звонок никто гражданин хохол снова прибегнуть практика ddos-атака телефон просто отправить свой дать сообщение телеграмма
2022-10-22,свидание дом встреча родный
2022-10-22,военный покидать свой позиция шебекинский район идти передислокация подразделение всё подразделение выполнять боевой задача оборона граница находиться свой место слух белгородский мессенджер оставление вооружённый сила рф свой позиция являться дезинформация противник цель посеять паника среди население соответствовать действительность
2022-10-22,нужный консультация ситуация парадоксальный доброволец узбекистан который воевать донбасс 2015 год жить днр иметь паспорт днр страна подать международный розыск рф запретить въезд россия 2053 год днр рф случай происходить запрет
2022-10-22,чёт заебали тупой злоупотреблять сорокалетка очередной авторитетно официально заявлять человек создать опсб монтянин иметь никакой отношение опсб иметь обладать необходимый репутация – принципиальный критерий опсб грубник дружить – личный дело дружба иметь никакой отношение опсб
2022-10-22,пусть сбыться всё твой желание
2022-10-22,день рождение сын любимый спасибо подарок который сделать шесть год назад
2022-10-22,
2022-10-22,поступить подтверждение нахождение отряд стрелкова район карфаген прапор сегодня направляться сторона записаться отряд отправить сообщение номер телеграмма +79381807395 следующий дать 1 фио 2. дата рождение 3 военный специальность 4. гражданский специальность 5.опыт боевой действие 6 ограничение здоровье 7. номер связь напомнить основной требование физически выносливый крепкий здоровый мужчина 50 год пагубный привычка послабление возраст военный специалист прежний требоваться экипаж тяжёлый лёгкий боевой колесница
2022-10-22,ребёнок жизненный опыт чувство мудрый интуитивно знать мочь опыт прошлый жизнь ...
2022-10-22,личный бизнес
2022-10-22,воевать подключиться нато ленивый тупо западло поучаствовать говорить февраль измениться быстрый жёсткий положим конец украина быстрый произойти ликвидация благоприятный условие больший война тянуть кот яйцо показывать бодаться усилие сильный враг – появляться большой смелость решимость решить русский вопрос снова вспоминать разговор бывший контрактник который говорить готовый воевать свой дом понимание суть конфликт свой дом воевать прийтись вряд-ли готовый //t.me/notes_veterans/6088
2022-10-21,луганск пройти премьера иммерсивный кинотеатрализовать шоу-спектакль `` вежливый человек '' спектакль рассказывать история пожалуй великий трагедия россия — раскол великороссия малороссия автор продюсер проект являться руководитель ансамбль `` новороссиия '' председатель союз кинематографист донбасс — роман разум легендарный концерт счастие соавтор сопродюсер являться друг руководитель московский филиал опсб также заместитель председатель союз кинематографист донбасс доброволец оба сезон русский ирредента антон гороховый проект реализовать рамка грант президентский фонд культурный инициатива завтрашний день начинаться турне показ шоу-спектакль город россия
2022-10-21,эсхилый сказать свой время « первый жертва война становиться правда » ложь прикрываться одежда рядиться всё равно оставаться ложь « одёжка » создавать бестолковый « портной » « костюмер » думать свой голова противный случай подумать важно сторона представлять сми ибо сказать — всё лгать библия говорить « познать истина истина сделать свободный » реальность показывать « познать истина истина шокирует. » правда суровый многие хотеть посмотреть глаз невежество тупость делать человек слепыми… человек ленивы… лень думать… оказаться обратный сторона ложь понять происходить дело приложить усилие человек настолько погрязнуть свой лень готовый верить угодно… « продавать » свой способность думать неисполнимый обещания… говорить конец конец правда восторжествовать обольщаться правда всячески скрывать уйти ответственность человек предпочесть обмануть лишь принять правда — правда обмануть оказаться глупый повелись… гордыня позволить принять истину… поспост добавить муса знать год назад общаться записывать интервью повод саша крест ещё понятно слово точно стоить воспринимать аргумент человек сочинять ход зачастую противоречить касательно интервью стрелкова сказать стрелкова сказать сие стрелок глаз видеть человек славянск второй берич монетизировать свой ложь адрес стрелкова появиться свой дом бизнес муса нужный дом менее талантливый поэтому дом скромный муса сочувствовать твой личный трагедия хрома утка рай въехать
2022-10-21,мнение разделиться
2022-10-21,забавно сегодня стрелкова третий попытка удаться попасть фронт старый поносоносец уйти тина появиться новый хейтеры который 8 год слышать впервые некий спортсмен уроженец луганщина позволить опорожниться первый командующий народный ополчение донбасс понимать спортсмен желать защищать свой родина оружие рука предпочитать помогать издалёка организовать гуманитарный сбор ж. право менее гражданин сказать командир пойти фронт связь хотеть спортсмен спросить командир который фронт пойти почему идти поспост публиковать интервью человек `` личка '' стрелкова думать полезно посмотреть тёзка макс боец славянский гарнизон
2022-10-21,наш отряд усиливаться бронетехника связь среди кандидат доброволец первый очередь требоваться экипаж боевой машина пехота танк записаться отряд отправить сообщение номер телеграмма +79381807395 следующий дать 1 фио 2. дата рождение 3 военный специальность 4. гражданский специальность 5.опыт боевой действие 6 ограничение здоровье 7. номер связь
2022-10-21,
2022-10-21,мало дзен канал убрать рекомендовать убрать монетизация ещё продолжать блокировать некоторый запись объяснение причина сразу сказать видео разжигание ненависть дискриминация вчерашний прямой эфир посмотреть канал `` солдатский правда вк тк наверное удалить свой канал дзен жалко всё-таки тираж большой пятьдесят тысяча ютуба большой сто пережить плевок спина дзен подзаебать уйти отряд любой случай появляться тк `` солдатский правда ''
2022-10-21,определение местонахождение игорь стрелкова отряд оставаться белый пятно встречать день первый командующий народный ополчение донбасс заметить район линия мажино время наш отряд продолжать принимать заявка кандидат доброволец записаться отряд отправить сообщение номер телеграмма +79381807395 следующий дать 1 фио 2. дата рождение 3 военный специальность 4. гражданский специальность 5.опыт боевой действие 6 ограничение здоровье 7. номер связь
2022-10-21,очередной верный последний пояснять 3 октябрь иметь отношение отряд `` невский '' заниматься формирование отряд который проходить служба игорь стрелок лицо который ранее подавать свой дать вступление невский сей пора получить звонок пусть самостоятельно выйти связь дежурный штаб указать номер
2022-10-20,
2022-10-20,`` правда первый жертва война '' внеплановый стрим 20.10.2022 поддержать канал карта тинькофф 5536914109471270 юmoney 410017563855460 спросить слово номер телеграмма +79162464251 полынок михаил позывной хрусталик
2022-10-20,несколько ответ вопрос сегодняшний эфир победа сво `` война русский воевать русский т.е. воевать победа примирение мир победа украина победа мир '' сказать идти воевать рф газ продавать запад запад давать оружие украина экран врать каждый день азовец выпускать идти воевать рф идти воевать россия
2022-10-20,
2022-10-20,
2022-10-20,ещё несколько мгновение юбилей
2022-10-20,добровольческий
2022-10-20,`` правда первый жертва война '' внеплановый стрим 20.10.2022 неизвестно следующий смочь провести эфир дом поэтому давать пообщаться сегодня 19:00 //vk.com/video-66778537_456242071 поддержать канал карта тинькофф 5536914109471270 юmoney 410017563855460 спросить слово номер телеграмма +79162464251 полынок михаил позывной хрусталик
2022-10-20,опыт бесценный багаж душа вокзал жизнь камера хранение очень часто возможно забывать опыт багаж неразменный пятак убыть хотеться поделиться весь попадаться твой путь лёгкий стать идти однако почему-то багаж практически пользоваться идти переть туда горизонт который дойти горизонт главное главное путь который идти багаж который нести поспост объём тяжесть багаж влиять человек согласно весь закон физика хоронить делать выносливый
2022-10-19,
2022-10-19,
2022-10-19,
2022-10-19,
2022-10-19,
2022-10-19,место действие фото античный херсонести ныне городской черта севастополь время действие день взорвать крымский мост происходить инструктор координационный центр помощь новороссия алексей левошко проводить занятие местный активист помогать фронт тема правильный изготовление маскировочный сеть время проводить обучение оператор бпнуть черноморский флот местный гуманитарщик обратиться консультация помочь ожидать послушать алекс прийти несколько человек прийти 70 значит шаг шаг день день всё большой русский человек понимать идти война речь идти выживание русский народ русский государственность кто-то ещё пытаться закрывать глаз развиваться усиливаться структура наш гражданский общество внушать некоторый оптимизм кцпн опсб прочий организатор помощь фронт каждый новый день приносить расширение возможность новый человек наш организация новый направление деятельность украина пытаться поставить русский выбор либо жить русский либо умереть сделать всё наш ответ наш враг понравиться кцпн продолжать работа благодарить наш коллега альянс телеграмма канал опсб неоценимый поддержка мочь помочь наш солдат реквизит кцпн карта сбербанк 4276550055595329 получатель майя владимирович м. подробный реквизит
2022-10-19,
2022-10-19,подготовка злой русский прекращаться секунда мобилизовать который повезти попасть подготовка представитель опсб курган совершенно точно готовый просто война война украина прийтись забыть весь детский сад который либо иметь отношение – служба советской/российский армия чечня сирия т.п. враг учить воевать стандарт нато злой русский учиться ломать враг вместе стандарт нато отныне веко век стандарт – злой русский😈 помочь злой русский
2022-10-19,
2022-10-19,`` всё великий всемирно-исторический событие личность повторяться дважды первый трагедия второй — фарс '' георг вильгельм фридрих гегель
2022-10-19,
2022-10-19,наверное должный поблагодарить явный враг оккупировать новый киевский власть украина латентный хохлов союзник наш территория бдительный внимание место нахождение игорь стрелок говорить второй кричать третий убеждать весь вообще никуда ездить всё вместе делать очень правильный нужный дело пусть думать стрелок отряд находиться место думать друг третий вообще верить существование `` везде нигде ... '' говорить слово фердоусить герой старое фильм вроде `` сказание сиявуша '' время наш отряд продолжать принимать заявка кандидат доброволец записаться отряд отправить сообщение номер телеграмма +79381807395 следующий дать 1 фио 2. дата рождение 3 военный специальность 4. гражданский специальность 5.опыт боевой действие 6 ограничение здоровье 7. номер связь нотаба наш отряд правило который нужно начинать следовать ещё дом подразделение абсолютный запрет любой злоупотребление понимать всё святой поезд который поехать база должный садиться запах запах база сбор 20 минута домой оформление подразделение правило ещё строгий
2022-10-19,
2022-10-19,думать весь понятно почему четыре день назад назвать татарский балабол хайпоголик
2022-10-19,
2022-10-19,поддержка ресурс донаталертс всё ранний разблокировать течение неделя .. деньга приходить никуда уходить счёт выводиться отправить возвращаться поэтому пожалуйста большой отправлять ресурс гарантировать получение мочь выяснение отношение ресурс время успеть сделать отправка
2022-10-19,zлыешахтёр поздравлять день рождение трое укровояка ракета попасть запаска бандеромобиль хозяин бричка полный шаровары впечатление остаться живой пока радоваться второй подарок
2022-10-18,каптёрка давно караться бан оскорбление адрес стрелкова критиковать нужно оскорблять позволять поскольку находиться действовать армия оскорбление адрес получить статья дискредитация армия
2022-10-18,призвать фронт победить стрелок начало июнь 2022 год говорить `` призывать служба чвк значит победить патриотический группировка власть посадить значит победить либерально-олигархический группировка посадить забывать победа отправить служить надежда победа ''
2022-10-18,сегодня появиться официальный подтверждение первый командующий народный ополчение донбасс игорь стрелок 14.10.2022 год находиться действовать армия армия действовать родиться её войско понятно
2022-10-18,14.10.2022 г. действовать армия
2022-10-18,просить подробный рассказать отряд дескать условие служба невский расписать буквально цифра подобный хотя публиковаться невский присутствовать наш отряд единственный мочь гарантировать бессрочный контракт грамотный командование контракт большой правда похожий контракт совесть оставление подразделение конец война уважительный причина дезертирство записаться отряд отправить сообщение номер телеграмма +79381807395 следующий дать 1 фио 2. дата рождение 3 военный специальность 4. гражданский специальность 5.обд место-время 6 ограничение здоровье 7. номер связь нотаба наш отряд правило который нужно начинать следовать ещё дом подразделение абсолютный запрет любой злоупотребление понимать всё святой поезд который поехать база должный садиться запах запах база сбор 20 минута домой оформление подразделение правило ещё строгий
2022-10-18,
2022-10-18,ранний `` дух '' сделать солдат дух победитель нужно месяц кмб сегодня весь неделя говорить молодёжь способный записаться условно говорить второй славянский гарнизон отправить сообщение номер телеграмма +79381807395 следующий дать 1 фио 2. дата рождение 3 военный специальность 4. гражданский специальность 5.обд место-время 6 ограничение здоровье 7. номер связь нотаба наш отряд правило который нужно начинать следовать ещё дом подразделение абсолютный запрет любой злоупотребление понимать всё святой поезд который поехать база должный садиться запах запах база сбор 20 минута домой оформление подразделение правило ещё строгий
2022-10-18,стоить сменить слово « любовь » « война » приблизительно стать понятно происходить диалог доброволец чей возраст близкий младший глядеть личный состав добровольческий подразделение средний возраст 50+- получаться война сделать свой выбор предпочесть молодой мочь правильно наш подразделение сказать мочь формироваться исключительно доброволец местный россиянин ограничение возраст 50 потолок военный специалист потолок продавить связаться отправить сообщение номер телеграмма +79381807395 следующий дать 1 фио 2. дата рождение 3 военный специальность 4. гражданский специальность 5.обд место-время 6 ограничение здоровье 7. номер связь наш отряд правило который нужно начинать следовать ещё дом подразделение абсолютный запрет любой злоупотребление понимать всё святой поезд который поехать база должный садиться запах запах база сбор 20 минута домой оформление подразделение правило ещё строгий
2022-10-17,смотреть внимательно запоминать весь свой жизнь простой парень скоро пойти бой встать защита россия защита каждый именно защищать наш ребёнок почëт слава уважение наш боец
2022-10-17,хотеть напомнить ещё раз. 3 октябрь большой иметь отношение формирование отряд `` невский '' менее формирование отряд продолжаться весь необходимый информация вступление мочь получить указать публикация телефон
2022-10-17,
2022-10-17,
2022-10-17,
2022-10-17,ещё просить прощение уйти связь пятьдесят год часто бывать грех воспользоваться возможность пара день выпасть информационный шум прикоснуться корень ветвь род пополнить запас эмоциональный близость постараться сегодня весь ответить личный сообщение входить рабочий режим работа весь предстоять больший
2022-10-16,самый дорога призывник мо рф сто тысяча долг суд полмиллиарда нотаба просить прощение уйти связь тяжёлый месяц тяжёлый восемь год нужно перезагрузиться ответить весь течение завтра-послезавтра поспост фото прошедший война дух узнать
2022-10-15,сирожа спрашивать слабо стрелкова полный взять парень мобилизация судить весь откупиться ... кстати откуда сбережение
2022-10-15,хороший подарок день рождение отправить подарок парень фронт спасибо весь помогать непокорённый донбасс имя будущий новороссия
2022-10-15,целое похоже правда коммерческий жилка замечать спасибо
2022-10-15,больший родина ссср малый родина тула родить колыма воспитать кто-то недавно пошутить трудный детство деревянный игрушка дело шутка всё игрушка пистолет пулемёт делать отец фото пистолет возможно показаться детство трудный жизнь далёкий таёжный посёлок вдали цивилизация интернат весь-такой зачастую приходиться выживать особенно девяностый жизнь поступок который сей пора очень стыдно наверняка поступить возможность вернуться время назад попытаться исправить стать делать каждый эпизод жизнь каждый благой худой поступок вести владеть думать ещё далёкий идеал который детство стремиться думать самоотверженность николай островский алексей маресьев думать всё принципиальный честный отец всё хотеться верить пацан фото стыдно пятидесятилетний мужик который смотреть
2022-10-15,благодаря балабол который дойти устаревший информация второй попытка отряд невский мочь сорваться третий попытка грёбанный хайпоголик мочь задумать
2022-10-14,понимать mash первоисточник случай всё стоить скорлупа тухлый яйцо обыкновенный инфо-ата-та-т признать кое-кто яичко вжаться
2022-10-14,конкретный пример палец высасываться хайп
2022-10-14,.после буква z чей популяризация никто вспомнить отлично😎 фраза стихотворение шигин `` наш прийти всё наш '' наш девиз per pizdets ad victoriam 3я фраза который уйти народ жить свой жизнь 2 первый почему 1. правда 2. всё входить резонанс играть совпадение частота колебание народный чаяние ощущение ожидание готовность решимость ваш приzрак новороссия опсб
2022-10-14,следовать логика украинский пропаганда удар киев складываться парадоксальный ситуация несуществующий мост рф уничтожать несуществующий нацист несуществующий ракета
2022-10-14,новость `` особый миссия '' ода `` новороссия '' игорь стрелкова 14.10.2022 собираться очередной посылка дядя фёдор парень фронт сделать посылка получиться особенно объёмный прицел предельный результат согласно тактико технический характеристика прибор посылка который отправиться фронт ориентировочно 15 октябрь 1. тепловизор fortuna 1 шт 2. тепловизор legat -1 шт 3. прицел ночной видение 3 шт 4. тепловизионный монокуляр 4 шт 5. долгожданный « сканда 80lira » http //www.skanda-rus.ru/produkcziya/multispektralnye .. 6. бронешлем 20 шт 7. квадракоптер fantom 4 pro v.2.0 3 шт 8. гексакоптер боевой единица малый штурмовой авиация тепловизионный камера время полёт час высота свыше 6 километр подвес груз большой 20 кг. 9. заказать 1000 флисовый носок берцы огромный спасибо дядя фёдор благодарочка космос низкий поклон весь помогать непокорённый донбасс имя будущий новороссия
2022-10-13,бог любить троица ... надеяться всё получиться
2022-10-13,
2022-10-13,
2022-10-13,воронеж – город воинский слава губер область – просто очередной изумительный человек страна мобилизация значит воронеж губернатор – губер праздник ум воронежец создать петиция который подписать около полмиллиона человек отказаться покупка новый новогодний ёлка 65 млн рубль направить деньга нужда армия мобилизовать губрать всё равно требовать жалкий людишки – душа желать праздник безудержный веселие надеяться кокаин шлюха думать маленький публикация либо изменить просто хотеться показать воронеж – всё ещё город воинский слава житель – прекрасный русский человек который сотсвоя армия талый неравный схватка чиновник представлять федеральный власть комментарий боец слушать приклепить видео
2022-10-13,
2022-10-13,футболка зеленский « переходить тёмный сторона » хохол втаптывать советский космонавт
2022-10-13,готовый российский текстильный промышленность перейти « мобилизационный рельс » начало проведение частичный мобилизация очевидный стать вопрос необходимость ещё « мобилизация » — экономический крайний мера отрасль который иметь отношение околовоенный сфера направление являться лёгкий промышленность насчитывать 20 тысяча предприятие небольшой процент специализироваться создание специальный одежда экипировка снаряжение нужда военнослужащий готовый частный компания который работать дать сфера необходимость нарастить свой производство — материал readovka
2022-10-13,жорина хотеть показать выглядеть пленный украинский мобилизовать который убить свой командир сдаться русский солдат смотреть дэбить ... пополнять обменный фонд нацист слава украина большой работать слава 🇷🇺россии🇷🇺 новый мейнстрим 🫡
2022-10-13,умница барышня
2022-10-13,информация доброволец друг
2022-10-13,"гибель мобилизовать челябинский область всё однозначно возмущение общественность прекрасно понимать //t.me/akashevarova/5654 кинуть передовой мочь ошибка командир запросто информация владеть судить информация погибнуть район сватово противник яростно прëт наступление всё висеть тонкий нитка одновременно вагнер прут всу артёмовск считаться потеря пока идти мясорубка всу начинать наступление запорожье бог знать группировка избежать отправка мобилизовать наверное сентябрь рухнуть фронт харьковский направление мобилизовать соотношение сила 1:10 польза всу результат увидеть видеть яма полный труп гражданский число девушка штаны зато мобилизовать момент гибнуть опоздать мобилизация месяц шесть нужно время развернуться всу прекрасно понимать переть последний раз. поэтому гибель мобилизовать увидеть сожаление раз. супер-герой который последний момент бросить спасать положение кадровый часть выбить 7,5 месяц беспрерывный бой мужик сделать невероятный весь закон война подразделение утрата 30 личный состав должный потерять боеспособность наступление классика соотношение 1:3 польза атаковать наш стать пятиться преимущество противник стать 1:10. далёкий всё пропасть упасть объявить мобилизация обращаться наш государственный муж работать население объяснять биться умирать наш воин страна видеть свой герой переживать экран голубой смартфон вместо снимать полигон мобилизовать всякий случай отобрать магазин автомат время визит министр оборона видимо опасаться особый благодарность сторона верный население продолжить дух изменение информационный доктрина глупо надеяться восьмой месяц сво скоро получить волна ярость тыл вызвать полный непонимание погибнуть отцы/мужья/сыновий который февраль 1917 остаться шаг выбор никакой ящик пандора открыть"
